11,"While riding on the train from CT to NYC, I wrote this song about writing a song a day. Very meta. It's the anthem for anyone wanting to be creative! It feels good to feel inspired.","While riding on the train from CT to NYC, I wrote this song about writing a song a day. Very meta. It's the anthem for anyone wanting to be creative!"
12,Song # 12 for Song-A-Day! It's pretty self explanatory.,Song # 12 for Song-A-Day! It's pretty self explanatory.
13,"If you like sci-fi, robots, and sex, this is the song for you. Originally written for Monochrom's Arse Elektronika, I appropriated it for my Song-A-Day project. Contains lines like: ""There was Data, there was Troi, in a sexual position called the Spock-McCoy.""",N/A
14,“I’m Drunk Because The Economy Sucks”. Wrote it after having drinks with a bar full of Ivory’s mom’s coworkers who’ve just been laid off. It’s happening.,"#14 for song a day! If you want to see yesterdays, go to www.rockcookiebottom.com OK? OK."
15,"This one's about Steve Jobs. I have a weird internal relationship with Mac's in general, and Steve in particular. I follow Mac stuff obsessively, reading blogs, watching keynotes, the whole nine. But at the same time, I feel ashamed of myself for buying into the uber-super-duper consumerism of it. I mean, it's consumerism ULTRA. Then, with Steve, it's this feeling that, based on everything that I've read of him, based on all of the speeches I've read of his (and I've read most, I think), it just seems to me that someone of his intelligence and sensitivity must also see the raw, unyielding consumerism that he's the King of, and I wonder, does he care? Does he ever question what he's throwing his obvious talent behind? I wonder. Anyway, he's sick and it's really sad imagining a world without Steve Jobs. I hope he gets better. I'd be so curious to know what his inner life is like.","SONG STARTS at 00:22 www.rockcookiebottom.com
Song #15! This one's about Steve Jobs. I have a weird internal relationship with Mac's in general, and Steve in particular. I follow Mac stuff obsessively, reading blogs, watching keynotes, the whole nine. But at the same time, I feel ashamed of myself for buying into the uber-super-duper consumerism of it. I mean, it's consumerism ULTRA.
Then, with Steve, it's this feeling that, based on everything that I've read of him, based on all of the speeches I've read of his (and I've read most, I think), it just seems to me that someone of his intelligence and sensitivity must also see the raw, unyielding consumerism that he's the King of, and I wonder, does he care? Does he ever question what he's throwing his obvious talent behind? I wonder.

Anyway, he's sick and it's really sad imagining a world without Steve Jobs. I hope he gets better. I'd be so curious to know what his inner life is like."
16,Riding The Subway! Dig it.!,#16! Riding The Subway! Dig it.!
17,"“I’m So Tired of Capitalism” Inspired by watching how the 24 news channels, and the commercials, etc, are packaging up Barack Obama and selling him. It’s what our culture is good at. Ugh.",# 17 for song a day. Yep.
18,"I saw an old friend of mine yesterday, and she’s starting a 3 person acapella group with two other gals. They sang me a song. It was awesome. This song is about them, and if they like and/or could do anything with it, it’s theirs!","I saw an old friend of mine yesterday, and she's starting a 3 person acapella group with two other gals. They sang me a song. It was awesome. This song is about them, and if they like and/or could do anything with it, it's theirs!"
19,"Written with Thomas, age 11, and Michael, age 8. They did most of the lyrics, I helped with the music. That’s Thomas singing with me.","Song # 19! Written with Thomas, age 11, and Michael, age 8. They did most of the lyrics, I helped with the music. That's Thomas singing with me."
20,I went to the inauguration today. I’m too tired to write something coherent. Here’s this instead!,#20. I went to the inauguration today. I'm too tired to write something coherent. Here's this instead!
21,“Stay Out of My Body! A warning to colds and flus.,#21! Stay Out of My Body: A Warning To Now and Future Colds!
22,"“Obama Makes Me Smile!” Written and performed by Sydney, age 8.","#22! Written and performed by Sydney, age 8. Video is from the inauguration."
23,Wow! 24! That’s a lot. 6 more to go? 7? “Barack Obama!” That’s what this one is called!,#24! Barack Obama! Don't Let Me Down!
24,"I think yesterday was actually 23, and it was after midnight when I did the song. So this is 24, and that was 23.I got confused. Sorry!","#24! I think yesterday was actually 23, and it was after midnight when I did the song. So this is 24, and that was 23."
25,Yay! “Love Me A Little Bit More!” True story. Sort of.,"Yay! #25!!! I wrote the first verse of this a while ago, but I just wrote the rest! Sweet!"
26,"""Speaking Electricity!” About my lack of language skills. And other things too.","Song # 26! A very, very true story!"
27,"“Up On The Mountaintop” Feeling a litte depressed about the state of the economy, etc. So many people losing their jobs. Almost unfathomable amounts. Ugh.","#27! ""Up On The Mountaintop"" Feeling a litte depressed about the state of the economy, etc. So many people losing their jobs. Almost unfathomable amounts. Ugh."
28,A silly song about farm animals feelings sleepy. Have you ever read Animal Farm?,#28! A silly song about farm animals feelings sleepy. Have you ever read Animal Farm?
29,Song #29 for song a day! We’re getting so close. “You Know Yourself”. Had fun writing and performing this one.,#29!!
30,Wow. Just…wow. I want to keep going… Can I?!,#30. About Meerkats on a rainy day.
31,Did anyone see google this morning? It was really weird. Every search returned results that said each website was malware.,#31! Did anyone see google this morning? It was really weird. Every search returned results that said each website was malware. https://www.e-junkie.com/ecom/gb.php?i=202024&amp;c=single&amp;cl=20525
32,"I'm going to keep going! Yay!! This one is about the fact that I've been dreaming a lot, and it feels like I'm more exhausted when I wake up then when I go to sleep.","#32! I'm going to keep going! Yay!! This one is about the fact that I've been dreaming a lot, and it feels like I'm more exhausted when I wake up then when I go to sleep.

 Click this link to buy this song!
https://www.e-junkie.com/ecom/gb.php?i=202386&c=single&cl=20525"
33,"This goes out to all the Battlestar fans! “I Love Battlestar Galactica!” The show has gotten really, really good again. Thank god.","This goes out to all you Battlestar fans! Hasn't it gotten so good again?! I really want people to download the song (for a buck), but then also download the karaoke version and write your own verses (and/or sing along with the chorus and send it to me!). Here's the link to buy the song: 
https://www.e-junkie.com/ecom/gb.php?i=202741&c=single&cl=20525"
34,“(Just Sing) A Happy Song” About how singing can cheer you up.,#34
35,For songfight.org,#35! For songfight.org
36,"It's about Scarlett Thomas, an author. I've read two of her books, and they're both amazing. ""PopCo"" and ""The End of Mr. Y"" Read them!","#36! It's about Scarlett Thomas, an author. I've read two of her books, and they're both amazing. ""PopCo"" and ""The End of Mr. Y"" Read them!"
37,"A song about Water, and how you don't drink enough...drink more water, please!! Drink it a lot. Everyday.","#37! A song about Water, and how you don't drink enough...drink more water, please!! Drink it a lot. Everyday."
38,About a little pink boombox that was laying around my girlfriend's room.,#38!! About a little pink boombox that was laying around my girlfriend's room.
39,"Pretty self explanatory. Painting is fun, but I'm soooooo tired right now.","#39! Pretty self explanatory. Painting is fun, but I'm soooooo tired right now."
40,#40!,#40!
41,Ask and ye shall receive...sometimes. A song about this week's VC release.,#41! Ask and ye shall receive...sometimes. A song about this week's VC release.
42,I say 42 forty two times.,#42! I say 42 forty two times.
43,A song for Sanae's birthday!!!,#43! A song for Sanae's birthday!!!
44,(#44 remix) Ross (Spectre of Woods) wrote a verse for this song because he couldn't help himself so we made a remix! Enjoy!,#50 (#44 remix) Ross (Spectre of Woods) wrote a verse for this song because he couldn't help himself so we made a remix! Enjoy!
45,A very strange song indeed.,#45. A very strange song indeed.
46,"“The Legend of Zelda: Overworld” In which Link is forlorn at his lot in life, wishes for something more.",Buy this song for a buck! https://www.e-junkie.com/ecom/gb.php?i=209424&c=single&cl=20525#46! A Legend of Zelda song for you. Click here to find the Mario Opera album: youtube.com/therockcookiebottom
47,"A great game! When in doubt, just SHOOT THE EYE!","#47! A great game! When in doubt, just SHOOT THE EYE!"
48,A song request! from youtuber: unicornrida4life. He's made a 40 min. scary funny film called Mummy on Campus.,#48! A song request! from youtuber: unicornrida4life. He's made a 40 min. scary funny film called Mummy on Campus. Here's the trailer! http://www.youtube.com/watch?v=xPAHkg412hU
49,An anthem.,#49. An anthem.
50,I'm over at Ross and Alex's house! Recording!,#50! I'm over at Ross and Alex's house! Recording!
51,About a planet somewhere in a far off galaxy that is tempting humanity to come join her. This was song request from Karol. He wanted a song about an extrasolar planet! Email me to make a request!,"#51!  About a planet somewhere in a far off galaxy that is tempting humanity to come join her. This was song request from Karol. He wanted a song about an extrasolar planet! Email me to make a request!
 Hello how do you do?
I'm an extrasolar planet for you
the earth is totally screwed
I'm an extrasolar planet for you

you can call me mom
I bought your favorite toys
We'll have fun
you're my little bitty girls and boys

there comes a time 
in every species life
where they've got to look around
and make the tough decisions
the dinosaurs couldn't 
face the hard facts
and they ended up exctint 
and buried in tar pits

I've got 17 moons
I'm an extra solar planet for you
I make the earth look like a prude
I'm an extra solar planet for you

I've made your bed
I've made you cookies and tea
I'm a garden of eden
and you can eat from the forbidden

i think you're old enough to 
know the meaning of the universe
so come on over and i'll tell it to you
What cho got to lose? 
you're mother doesn't love you"
52,ZOMBIE PONIES!!! Requested by mancalledd.,"ZOMBIE PONIES! A song request from mancalledd. If you want to request a song, just email or message me!"
53,A song request from Jared. Them Geriatrics really know how to let loose!,"#53! A song request from Jared. Them Geriatrics really know how to let loose! If you want to request a song, just message me!"
54,"A song request from Corbin AKA Multiplayas. He wanted a song about the ""Let's All Go To The Movies"" characters. I ended up writing a song about how pissed I get when I go to the movies these days, what with the 20 dollar tickets and the 20 dollar popcorn. It's all so over priced! No wonder","#54! A song request from Corbin AKA Multiplayas. He wanted a song about the ""Let's All Go To The Movies"" characters. I ended up writing a song about how pissed I get when I go to the movies these days, what with the 20 dollar tickets and the 20 dollar popcorn. It's all so over priced! No wonder people pirate movies! DAMMIT!"
55,"Big Face small face! For my niece, who has a small face, she's 3 months old!","#55! Big Face small face! For my niece, who has a small face, she's 3 months old!"
56,#56 is just a DEMO.,#56 is just a DEMO.
57,Today's song is a collab with my new friend Jul. He's from Belgium. I shot and edited the video. That's him and Ross.,#57! Today's song is a collab with my new friend Jul. He's from Belgium. I shot and edited the video. That's him and Ross.
58,Another birthday song. For my friend Jessica's mom!,#58! Another birthday song. For my friend Jessica's mom!
59,"“Shamus And Precious” I wrote this on the way home from the Fun A Day Art Show!! Yay! My friend Katie helped me film it and she helped with the subject matter and lyrics, too.","I wrote this on the way home from the Fun A Day Art Show!! Yay! My friend Katie helped me film it and she helped with the subject matter and lyrics, too."
60,"A song request from Josh Godlington AKA REVERENDJOSHGODDERS. He wanted to see some of where I lived, so he wanted a song about my house! Here it is!","#60!! A song request from Josh Godlington AKA REVERENDJOSHGODDERS. He wanted to see some of where I lived, so he wanted a song about my house! Here it is!"
61,A song suggestion from youtuber Queenbeeandbabyduck! A song in the form of a knock knock joke!,#61! A song suggestion from youtuber Queenbeeandbabyduck! A song in the form of a knock knock joke!
62,A very short song.,#62. A very short song.
63,A request from LEgend of Wiked on youtube.,#64! A request from LEgend of Wiked on youtube.
64,Another one for Ivory’s mom. There’s a lot of inside jokes. It’s basically one big inside joke! Hope you like it anyway!,67! Another for Ivory's mom
65,The History of Tetris! In song!!,"Hello, my name is Alexey Pajitnov
I like to play games
Oh it really gets me off
But where I live they don’t like let you play
I’m a computer engineer
I just sit and work all day
One day while I was working an idea struck me there
I saw those shapes a’fallin made up of four squares
Aha! I know what joy that brought me
I programmed it right onto my electronica 60
Well a friend imports the game to his IBM PC
It started to spread around most unbeknownst to me
It made its way to Budapest via commodore 64
And that’s when the problems start ah borshamore 

First there’s Robert Maxwell who’s working with Robert Stein
They represent several companies and they want what is mine
They get the computer rights but then I don’t see a dime
They come back for the arcade rights and I say, “Not this time!”
Meanwhile Maxwell’s companies are going Tetris wild
To Japan and North America, they spread the rights with guile
But soon they made mistakes, granting overlapping rights
The game is in the middle of an international fight
Meanwhile, Nintendo’s making Gameboy and they need that killer app
So Henk Rogers contacts Stein, but Stein don’t give a crap
So Henk flies to Moscow to get the handheld rights himself
And then Stein hears about it and heads over there as well

Well Rogers sees me first, I like him right away
I grant him the handheld rights, but he has more to say
He shows me the game on Nintendo’s Famicon
Which is being sold by Tengen, a clear violation
Well Rogers is shock
He got the rights from Stein
Stein was being shady, and it wasn’t his first try
Rogers writes a check for every copy sold
He proved to Mother Russia that he had a heart of gold
At this point in the story, well the rest of you can guess
Gameboy is released to unparalleled success
Thanks in no small part to a game that we all love
That game of course is Tetris, by me, Alexey Pajitnov"
66,It's 1:30 am and I'm really tired and I wrote this song. NIGHT,#67!! It's 1:30 am and I'm really tired and I wrote this song. NIGHT
67,"Another request! About Zombie rights. But, you know, it turned into zombie dance. What can you do?","#68! Another request! About Zombie rights. But, you know, it turned into zombie dance. What can you do?"
68,(haha) A Ringtone For Ivory. I’ve decided that I’m going to offer custom ringtones at $10 a pop. See the sidebar if you’re interested!,# 69! Haha. Click here for info on a personalized ringtone: http://www.rockcookiebottom.com/post/30790627/customringtone
69,"(?) An ad for careerbuilder.com. If we win, it's $5000. Vote for us if we make it to the final round.","#70 (?) An ad for careerbuilder.com. If we win, it's $5000. Vote for us if we make it to the final round."
70,For a Kikkoman video contest!,#72! For a Kikkoman video contest!
71,"A song request from youtube user xkeals ""Sam"" from Australia","A song request from youtube user xkeals ""Sam"" from Australia."
72,A request from youtuber ZombieSlapper! Keep the requests coming!,"https://www.e-junkie.com/ecom/gb.php?i=229890&c=single&cl=20525#73!! A request from youtuber ZombieSlapper! Keep the requests coming!

when we all have laid our eggs
and made our many journeys
do we all lay down our heads
and rest on penguin gurneys?
NO! 
We set up the PA system
and plug in the penguin IPODs
for when our penguin work is done
we shake off the shackles of penguindom 

hop on in the water's great
don't be shy and don't be late
we may be birds but we can't fly
so we drink martini's dry!
I'm gonna dance with Sally and Jane
I'm gonna dance till i go insane!
I'm gonna to the rhthym of the storm
we'll dance to the global warming"
73,Nanotechnologicnightmare.,#74! Nanotechnologicnightmare.
74,A song for Sophia! She's working on adding. She's up to 9. Hope this helps!,#75! A song for Sophia! She's working on adding. She's up to 9. Hope this helps!
75,"#76 is a song request from Sonmanic, AKA Richard. It's for his sister, who is having a very rough time.","#76 is a song request from Sonmanic, AKA Richard. It's for his sister, who is having a very  rough time."
76,"About the famous economist, Nobel prize winner and all around cool guy. Featuring my friend Madelyn, who is in an awesome band called The Muffin Brigade","Donate to Song A Day: http://patreon.com/jonathanmann

About the famous economist, Nobel prize winner and all around cool guy. Featuring my friend Madelyn, who is in an awesome band called The Muffin Brigade (http://www.myspace.com/muffinbrigade)"
77,"Wasn't written by me! It was written by Nina Paley, an amazing animator. She wrote the lyrics and melody, (here's the original video of her singing it: ) When I heard it, I just knew I had to ""copy"" it! Yay!","#78! Wasn't written by me! It was written by Nina Paley, an amazing animator. She wrote the lyrics and melody, (here's the original video of her singing it: ) When I heard it, I just knew I had to ""copy"" it! Yay!"
78,"This is a redux of #79. The music is the same, but I enlisted the lip-dub and acting chops of my friends down at the East Bay Express, the local alt-weekly here in the East Bay. Yay!","www.eastbayexpress.com
This is a redux of #79. The music is the same, but I enlisted the lip-dub and acting chops of my friends down at the East Bay Express, the local alt-weekly here in the East Bay. Yay!"
79,Yes. I am green and naked and prancing through eh fairy forest. Wanna make something of it?,#80! Yes. I am green and naked and prancing through eh fairy forest. Wanna make something of it?
80,Images seen while looking out from my front door set to music and lyrics.,#81 Images seen while looking out from my front door set to music and lyrics.
81,"A sort of follow up to ""Hey Paul Krugman"", which has apparently gone viral.","#82. A sort of follow up to ""Hey Paul Krugman"", which has apparently gone viral."
82,"is a song request from Jonah Lalas. He and his wife were union organizers for 5 years. This song is about The Employee Free Choice Act, which would make it much easier for workers to unionize. Which is a VERY good thing. Workers Unite!","#83 is a song request from Jonah Lalas. He and his wife were union organizers for 5 years. This song is  about The Employee Free Choice Act, which would make it much easier for workers to unionize. Which is a VERY good thing. Workers Unite!"
83,It's about my strange Obama Neurosis. I love him; I'm confused by his choices. He's great; he makes no sense! This back and forth forces me into this Jekyll and Hyde mindset. Yes! No! Argh!,#84! It's about my strange Obama Neurosis. I love him; I'm confused by his choices. He's great; he makes no sense! This back and forth forces me into this Jekyll and Hyde mindset. Yes! No! Argh!
84,"is a request from David Shuster, who has a show on MSNBC. He wanted a song about his show! So here it is! Wahoo!!","https://www.e-junkie.com/ecom/gb.php?i=228009&c=single&cl=20525 #85 is a request from David Shuster, who has a show on MSNBC. He wanted a song about his show! So here it is! Wahoo!!"
85,"Thanks to David Shuster for having me on his show!! Welcome to the new viewers! This is a REDUX, something I haven't done for any songs yet, but seemed appropriate here. This song is about following that which you LOVE to do. Since this whole viral Krugman thing only happened because I do what I love to do everyday, I want to spread the message of following your bliss, wherever it leads you. Hopefully this message will especially resonate with those that are out of work, down on their luck, feelin' blue and looking for hope. Find what you love to do and do it.","#86!!! Thanks to David Shuster for having me on his show!! Welcome to the new viewers! This is a REDUX, something I haven't done for any songs yet, but seemed appropriate here. This song is about following that which you LOVE to do. Since this whole viral Krugman thing only happened because I do what I love to do everyday, I want to spread the message of following your bliss, wherever it leads you. Hopefully this message will especially resonate with those that are out of work, down on their luck, feelin' blue and looking for hope. Find what you love to do and do it."
86,"(note: this is just because the first versions is giving an error message n SD)#87 has been a long time coming. I've been meaning to write this song for many years. Jon Stewart is amazing. Seeing him on Crossfire in 2004 (which I was lucky enough to catch live), was one of the most amazing pieces of television I have ever seen, period. Yes.","(note: this is just because the first versions is giving an error message n SD)#87 has been a long time coming. I've been meaning to write this song for many years. Jon Stewart is amazing. Seeing him on Crossfire in 2004 (which I was lucky enough to catch live), was one of the most amazing pieces of television I have ever seen, period. Yes."
87,"#88 is a request by Darkporpoise. He wanted a song about the secret lives of Post-it notes. So here it is! Why is the post it note stuck to a building in NYC? Why, indeed!","#88 is a request by Darkporpoise. He wanted a song about the secret lives of Post-it notes. So here it is! Why is the post it note stuck to a building in NYC? Why, indeed!"
88,"#89 is a request from Joel Eckel and his son, Soren, who is 8 years old. Soren is following the song a day project closely, as it's become part of his daily home schooling curriculum. This is a song for him!","#89 is a request from Joel Eckel and his son, Soren, who is 8 years old. Soren is following the song a day project closely, as it's become part of his daily home schooling curriculum. This is a song for him!"
89,"WARNING! NOT SUITABLE FOR KIDS!!! #90 is a song for a Jerry Springer song contest. The prize is $5000. Sweet. They're going to choose 10 finalists, then there will be voting by the public. The top 3 will come on the show and perform, and then a winner will be announced. 2 things about Jerry Springer that make me think there's more to the man than he gets credit for. 1. He was the mayor of Cincinnati. Then he slept with a prostitute. But he was HONEST about it, and was able to get elected a second time. 2. He was just a little baby when his parents bundled him up, and left their home in Germany to escape the Nazis.. His entire family tree was decimated. I think this colors the man.","WARNING! NOT SUITABLE FOR KIDS!!!
#90 is a song for a Jerry Springer song contest. The prize is $5000. Sweet. They're going to choose 10 finalists, then there will be voting by the public. The top 3 will come on the show and perform, and then a winner will be announced. 

2 things about Jerry Springer that make me think there's more to the man than he gets credit for. 
1. He was the mayor of Cincinnati. Then he slept with a prostitute. But he was HONEST about it, and was able to get elected a second time. 
2. He was just a little baby when his parents bundled him up, and left their home in Germany to escape the Nazis.. His entire family tree was decimated. I think this colors the man.

Here's a link to a commencement speech he gave at Northwestern U. I think it's inspiring. 
http://www.top-law-schools.com/forums/viewtopic.php?f=10&t=33245"
90,"#91 is a song written for a Canadian financial news program called ""The Close"". It's on this channel called BNN, which is the equivalent of CNBC. I think they're having me on on friday.","#91 is a song written for a Canadian financial news program called ""The Close"". It's on this channel called BNN, which is the equivalent of CNBC. I think they're having me on on friday."
91,"You know, I've been inundated with ringtone requests. But this one is for Mike Trash, who is a co-worker of Casey Dolan, who is a radio personality on 93.7 KCLB FM in Palm Springs. He's going to interview me tomorrow so I whipped this up for him!","#92. You know, I've been inundated with ringtone requests. But this one is for Mike Trash, who is a co-worker of Casey Dolan, who is a radio personality on 93.7 KCLB FM in Palm Springs. He's going to interview me tomorrow so I whipped this up for him!"
92,the title says it all! I'm going to be joining her on the 8th. More on that later.,"#93, the title says it all! I'm going to be joining her on the 8th. More on that later."
93,"For the fine folks at Tumblr. They make a great service. This was commissioned, by the way.","#94! For the fine folks at Tumblr. They make a great service. This was commissioned, by the way."
94,"It's a Passover song! I realize that Passover doesn't start until the 9th, which also happens to be my birthday (and the day of my 100th song), but I wanted to get this out there ahead of time. Enjoy!","#95! It's a Passover song! I realize that Passover doesn't start until the 9th, which also happens to be my birthday (and the day of my 100th song), but I wanted to get this out there ahead of time. Enjoy!"
95,Plumbing the depths of my soul.,#96 Plumbing the depths of my soul.
96,I wrote it on a plane. I'm in Florida visiting my folks on the way down to see Ivory in the Caribbean. I've been up since 4am! I'm pretty tired. This one just kind of plopped out. :-),#97. I wrote it on a plane. I'm in Florida visiting my folks on the way down to see Ivory in the Caribbean. I've been up since 4am! I'm pretty tired. This one just kind of plopped out. :-)
97,I'm going to see Ivory tomorrow. I am excited.,#98!!! I'm going to see Ivory tomorrow. I am excited.
98,"This one is for Shelly, who is a co-worker of Casey Dolan, who is a radio personality on 93.7 KCLB FM in Palm Springs. I did these for him for an interview on air.","#99! This one is for Shelly, who is a co-worker of Casey Dolan, who is a radio personality on 93.7 KCLB FM in Palm Springs. I did these for him for an interview on air."
99,Wooooooo!!!! And it's my birthday! Wahoooo!!!!! Here's a song about me as a baby!!! OOOOOO!!!!,#100!!!!!!! Wooooooo!!!! And it's my birthday! Wahoooo!!!!! Here's a song about me as a baby!!! OOOOOO!!!!
100,"A request from my very good friend Alex Copeland, whom some of you know. He's also Spectre of Woods' brother (the Roll Cats Rapper!). He requested the song title. I wanted to make it in a style that I thought he'd like. Though he usually likes most of my music!","#101!! A request from my very good friend Alex Copeland, whom some of you know. He's also Spectre of Woods' brother (the Roll Cats Rapper!). He requested the song title. I wanted to make it in a style that I thought he'd like. Though he usually likes most of my music!"
101,"I don't mean to come off as overly harsh in this song...oh wait, I do. The banks as they exist now must perish! Community banks are the way to go! A bank that gives back, a bank that's not for profit. It's the only way to curb the insane greed.","#102! I don't mean to come off as overly harsh in this song...oh wait, I do. The banks as they exist now must perish! Community banks are the way to go! A bank that gives back, a bank that's not for profit. It's the only way to curb the insane greed."
